序号,汉字,拆解,细节说明,初检,拆几个
1709,袄,衤，夭,,ok,2
1710,祖,礻，且,,ok,2
1711,神,礻，申,,ok,2
1712,祝,礻，兄,,ok,2
1713,祠,礻，司,,ok,2
1714,误,讠，吴,,ok,2
1715,诱,讠，秀,,ok,2
1716,诲,讠，每,,ok,2
1717,说,讠，兑,,ok,2
1718,诵,讠，甬,,ok,2
1719,垦,艮，土,,ok,2
1720,退,艮，辶,,ok,2
1721,既,艮b，旡,,变,2
1722,屋,尸，至,,ok,2
1723,昼,尺，旦,,ok,2
1724,屏,尸，并,,ok,2
1725,屎,尸，米,,ok,2
1726,费,弗，贝,,ok,2
1727,陡,阝，走,,ok,2
1728,逊,孙，辶,,ok,2
1729,眉,眉,,ok,1
1730,孩,子，亥,,ok,2
1731,陨,阝，员,,ok,2
1732,除,阝，余,,ok,2
1733,险,阝，佥,,ok,2
1734,院,阝，完,,ok,2
1735,娃,女，圭,,ok,2
1736,姥,女，老,,ok,2
1737,姨,女，夷,,ok,2
1738,姻,女，因,,ok,2
1739,娇,女，乔,,ok,2
1740,姚,女，兆,,ok,2
1741,娜,女，那,,ok,2
1742,怒,奴，心,,ok,2
1743,架,加，木,,ok,2
1744,贺,加，贝,,ok,2
1745,盈,乃，又，皿,,ok,3
1746,勇,甬，力,,ok,2
1747,怠,台，心,,ok,2
1748,癸,癸,,ok,1
1749,蚤,叉，虫,,ok,2
1750,柔,矛，木,,ok,2
1751,垒,厽，土,,ok,2
1752,绑,纟，邦,,ok,2
1753,绒,纟，戎,,ok,2
1754,结,纟，吉,,ok,2
1755,绕,纟，尧,,ok,2
1756,骄,马，乔,,ok,2
1757,绘,纟，会,,ok,2
1758,给,纟，合,,ok,2
1759,绚,纟，旬,,ok,2
1760,骆,马，各,,ok,2
1761,络,纟，各,,ok,2
1762,绝,纟，色,,ok,2
1763,绞,纟，交,,ok,2
1764,骇,马，亥,,ok,2
1765,统,纟，充,,ok,2
1766,耕,耒，井,,ok,2
1767,耘,耒，云,,ok,2
1768,耗,耒，毛,,ok,2
1769,耙,耒，巴,,ok,2
1769,艳,丰，色,,ok,2
1771,泰,，氺,,ok,2
1772,秦,，禾,,ok,2
1773,珠,王，朱,,ok,2
1774,班,王，刀b，王,,变,3
1775,素,龶，糸,,ok,2
1776,匿,匚，若,,ok,2
1777,蚕,天，虫,,ok,2
1778,顽,元，页,,ok,2
1779,盏,戋，皿,,ok,2
1780,匪,匚，非,,ok,2
1781,捞,扌，劳,,ok,2
1782,栽,𢦏，木,,ok,2
1783,捕,扌，甫,,ok,2
1784,埂,土，更,,ok,2
1785,捂,扌，吾,,ok,2
1786,振,扌，辰,,ok,2
1787,载,𢦏，车,,ok,2
1788,赶,走，干,,ok,2
1789,起,走，己,,ok,2
1790,盐,土，卜，皿,,ok,3
1791,捎,扌，肖,,ok,2
1792,捍,扌，旱,,ok,2
1792,捏,扌，圼,,ok,2
1794,埋,土，里,,ok,2
1795,捉,扌，足,,ok,2
1796,捆,扌，困,,ok,2
1797,捐,扌，肙,,ok,2
1798,损,扌，员,,ok,2
1799,袁,袁,,ok,1
1800,捌,扌，别,,ok,2
1801,都,者，阝,,ok,2
1802,哲,折，口,,ok,2
1803,逝,折，辶,,ok,2
1804,捡,扌，佥,,ok,2
1805,挫,扌，坐,,ok,2
1806,换,扌，奂,,ok,2
1807,挽,扌，免,,ok,2
1808,挚,执，手,,ok,2
1809,热,执，灬,,ok,2
1810,恐,巩，心,,ok,2
1811,捣,扌，岛,,ok,2
1812,壶,士，冖，业,,ok,3
1813,捅,扌，甬,,ok,2
1814,埃,土，矣,,ok,2
1815,挨,扌，矣,,ok,2
1816,耻,耳，止,,ok,2
1817,耿,耳，火,,ok,2
1818,耽,耳，冘,,ok,2
1819,聂,耳，双,,ok,2
1820,恭,共，⺗,,ok,2
1821,莽,艹，犬，廾,,ok,3
1822,莱,艹，来,,ok,2
1823,莲,艹，连,,ok,2
1824,莫,艹，日，大,,ok,3
1825,莉,艹，利,,ok,2
1826,荷,艹，何,,ok,2
1827,获,艹，犭，犬,,ok,3
1828,晋,亚，日,,ok,2
1829,恶,亚，心,,ok,2
1830,莹（瑩）,𤇾，玉,,古,2
1831,莺（鶯）,𤇾，鸟,,古,2
1832,真,真,,ok,1
1833,框,木，匡,,ok,2
1834,梆,木，邦,,ok,2
1835,桂,木，圭,,ok,2
1836,桔,木，吉,,ok,2
1837,栖,木，西,,ok,2
1838,档,木，当,,ok,2
1839,桐,木，同,,ok,2
1840,株,木，朱,,ok,2
1841,桥,木，乔,,ok,2
1842,桦,木，华,,ok,2
1843,栓,木，全,,ok,2
1844,桃,木，兆,,ok,2
1845,格,木，各,,ok,2
1846,桩,木，庄,,ok,2
1847,校,木，交,,ok,2
1848,核,木，亥,,ok,2
1849,样,木，羊,,ok,2
1850,根,木，艮,,ok,2
1851,索,十，冖，糸,,ok,3
1852,哥,可，可,,ok,2
1853,速,束，辶,,ok,2
1854,逗,豆，辶,,ok,2
1855,栗,覀，木,,ok,2
1856,贾,覀，贝,,ok,2
1857,酌,酉，勺,,ok,2
1858,配,酉，己,,ok,2
1859,翅,支，羽,,ok,2
1860,辱,辰，寸,,ok,2
1861,唇,辰，口,,ok,2
1862,夏,夏,,ok,1
1863,砸,石，匝,,ok,2
1864,砰,石，平,,ok,2
1865,砾,石，乐,,ok,2
1866,础,石，出,,ok,2
1867,破,石，皮,,ok,2
1868,原,原,,ok,1
1869,套,大，镸,,ok,2
1870,逐,豕，辶,,ok,2
1871,烈,列，灬,,ok,2
1872,殊,歹，朱,,ok,2
1873,殉,歹，旬,,ok,2
1874,顾,厄，页,,ok,2
1875,轿,车，乔,,ok,2
1876,较,车，交,,ok,2
1877,顿,屯，页,,ok,2
1878,毙,比，死,,ok,2
1879,致,至，攵,,ok,2
1880,柴,此，木,,ok,2
1881,桌,卓s，木,,省,2
1882,虑,虍，心,,ok,2
1883,监,临s，皿,,省,2
1884,紧（緊）,臤，糸,,古,2
1885,党,尚，儿,,ok,2
1886,逞,呈，辶,,ok,2
1887,晒,日，西,,ok,2
1888,眠,目，民,,ok,2
1889,晓,日，尧,,ok,2
1890,哮,口，孝,,ok,2
1891,唠,口，劳,,ok,2
1892,鸭,甲，鸟,,ok,2
1893,晃,日，光,,ok,2
1894,哺,口，甫,,ok,2
1895,晌,日，向,,ok,2
1896,剔,易，刂,,ok,2
1897,晕,日，军,,ok,2
1898,蚌,虫，丰,,ok,2
1899,畔,田，半,,ok,2
1900,蚣,虫，公,,ok,2
1901,蚊,虫，文,,ok,2
1902,蚪,虫，斗,,ok,2
1903,蚓,虫，引,,ok,2
1904,哨,口，肖,,ok,2
1905,哩,口，里,,ok,2
1906,圃,囗，甫,,ok,2
1907,哭,吅，犬,,ok,2
1908,哦,口，我,,ok,2
1909,恩,因，心,,ok,2
1910,鸯,央，鸟,,ok,2
1911,唤,口，奂,,ok,2
1912,唁,口，言,,ok,2
1913,哼,口，亨,,ok,2
1914,唧,口，即,,ok,2
1915,啊,口，阿,,ok,2
1916,唉,口，矣,,ok,2
1917,唆,口，夋,,ok,2
1918,罢,罒，去,,ok,2
1919,峭,山，肖,,ok,2
1920,峨,山，我,,ok,2
1921,峰,山，夆,,ok,2
1922,圆,囗，员,,ok,2
1923,峻,山，夋,,ok,2
1924,贼,贝，戎,,ok,2
1925,贿,贝，有,,ok,2
1926,赂,贝，各,,ok,2
1927,赃,贝，庄,,ok,2
1928,钱,钅，戋,,ok,2
1929,钳,钅，甘,,ok,2
1930,钻,钅，占,,ok,2
1931,钾,钅，甲,,ok,2
1932,铁,钅，失,,ok,2
1933,铃,钅，令,,ok,2
1934,铅,钅，㕣b,,变,2
1935,缺,缶，夬,,ok,2
1936,氧,气，米,,ok,2
1937,氨,气，安,,ok,2
1938,特,牜，寺,,ok,2
1939,牺,牜，西,,ok,2
1940,造,告，辶,,ok,2
1941,乘,禾，北,,ok,2
1942,敌,舌，攵,,ok,2
1943,秤,禾，平,,ok,2
1944,租,禾，且,,ok,2
1945,积,禾，只,,ok,2
1946,秧,禾，央,,ok,2
1947,秩,禾，失,,ok,2
1948,称,禾，尔,,ok,2
1949,秘,禾，必,,ok,2
1950,透,秀，辶,,ok,2
1951,笔,⺮，毛,,ok,2
1952,笑,⺮，夭,,ok,2
1953,笋,⺮，尹,,ok,2
1954,债,亻，责,,ok,2
1955,借,亻，昔,,ok,2
1956,值,亻，直,,ok,2
1957,倚,亻，奇,,ok,2
1958,俺,亻，奄,,ok,2
1959,倾,亻，顷,,ok,2
1960,倒,亻，到,,ok,2
1961,倘,亻，尚,,ok,2
1962,俱,亻，具,,ok,2
1963,倡,亻，昌,,ok,2
1964,候,侯，丨,,ok,2
1965,赁,任，贝,,ok,2
1966,俯,亻，府,,ok,2
1967,倍,亻，咅,,ok,2
1968,倦,亻，卷,,ok,2
1969,健,亻，建,,ok,2
1970,臭,自，犬,,ok,2
1971,射,身，寸,,ok,2
1972,躬,身，弓,,ok,2
1973,息,自，心,,ok,2
1974,倔,亻，屈,,ok,2
1975,徒,彳，走,,ok,2
1976,徐,彳，余,,ok,2
1977,殷,㐆，殳,,ok,2
1978,舰,舟，见,,ok,2
1979,舱,舟，仓,,ok,2
1980,般,舟，殳,,ok,2
1981,航,舟，亢,,ok,2
1982,途,余，辶,,ok,2
1983,拿,合，手,,ok,2
1984,耸,从，耳,,ok,2
1985,爹,父，多,,ok,2
1986,爱,爱,,ok,1
1986,舀,爫，臼,,ok,2
1988,豺,豸，才,,ok,2
1989,豹,豸，勺,,ok,2
1990,颁,分，页,,ok,2
1991,颂,公，页,,ok,2
1992,翁,公，羽,,ok,2
1993,胰,月，夷,,ok,2
1994,脆,月，危,,ok,2
1995,脂,月，旨,,ok,2
1996,胸,月，匈,,ok,2
1997,胳,月，各,,ok,2
1998,脏,月，庄,,ok,2
1999,脐,月，齐,,ok,2
2000,胶,月，交,,ok,2
2001,脑（腦）,月，巛，囟,,古,3
2002,脓,月，农,,ok,2
2003,逛,狂，辶,,ok,2
2004,狸,犭，里,,ok,2
2005,狼,犭，良,,ok,2
2006,卿,卯，皀,,ok,2
2007,逢,夆，辶,,ok,2
2008,鸵,鸟，它,,ok,2
2009,留（畱）,丣，田,,古,2
2010,鸳,夗，鸟,,ok,2
2011,皱,刍，皮,,ok,2
2012,饿,饣，我,,ok,2
2013,馁,饣，妥,,ok,2
2014,凌,冫，夌,,ok,2
2015,凄,冫，妻,,ok,2
2016,恋（戀）,䜌，心,,ok,2
2017,桨,丬，夕，木,,ok,3
2018,浆,丬，夕，水,,ok,3
2019,衰,衣，口，一,,ok,3
2020,衷,衣，中,,ok,2
2021,高,高,,ok,1
2022,郭,享，阝,,ok,2
2023,席,庶s，巾,,省,2
2024,准,冫，隹,,ok,2
2025,座,广，坐,,ok,2
2026,症,疒，正,,ok,2
2027,病,疒，丙,,ok,2
2028,疾,疒，矢,,ok,2
2029,斋,文，而,,ok,2
2030,疹,疒，㐱,,ok,2
2031,疼,疒，冬,,ok,2
2032,疲,疒，皮,,ok,2
2033,脊,脊,,ok,1
2034,效,交，攵,,ok,2
2035,离,离,,ok,1
2036,紊,文，糸,,ok,2
2037,唐,唐,,ok,1
2038,瓷,次，瓦,,ok,2
2039,资,次，贝,,ok,2
2040,凉,冫，京,,ok,2
2041,站,立，占,,ok,2
2042,剖,咅，刂,,ok,2
2043,竞,咅，儿,,ok,2
2044,部,咅，阝,,ok,2
2045,旁,旁,,ok,1
2046,旅,㫃，𧘇b,,变,2
2047,畜,玄，田,,ok,2
2048,阅,门，兑,,ok,2
2049,羞,羊，丑,,ok,2
2050,羔,⺷，灬,,ok,2
2051,瓶,并，瓦,,ok,2
2052,拳,龹，手,,ok,2
2053,粉,米，分,,ok,2
2054,料,米，斗,,ok,2
2055,益,益,,ok,1
2056,兼,兼,,ok,1
2057,烤,火，考,,ok,2
2058,烘,火，共,,ok,2
2059,烦,火，页,,ok,2
2060,烧,火，尧,,ok,2
2061,烛,火，虫,,ok,2
2062,烟,火，因,,ok,2
2063,烙,火，各,,ok,2
2064,递,弟，辶,,ok,2
2065,涛,氵，寿,,ok,2
2066,浙,氵，折,,ok,2
2067,涝,氵，劳,,ok,2
2068,浦,氵，甫,,ok,2
2069,酒,氵，酉,,ok,2
2070,涉,氵，步,,ok,2
2071,消,氵，肖,,ok,2
2072,浩,氵，告,,ok,2
2072,涡,氵，呙,,ok,2
2073,海,氵，每,,ok,2
2074,涂,氵，余,,ok,2
2075,浴,氵，谷,,ok,2
2076,浮,氵，孚,,ok,2
2078,涣,氵，奂,,ok,2
2079,涤,氵，条,,ok,2
2080,流,氵，㐬,,ok,2
2081,润,氵，闰,,ok,2
2082,涧,氵，间,,ok,2
2083,涕,氵，弟,,ok,2
2084,浪,氵，良,,ok,2
2085,浸,氵，彐，冖，又,,ok,4
2086,涨,氵，张,,ok,2
2087,烫,汤，火,,ok,2
2088,涩,氵，刃，止,,ok,3
2089,涌,氵，甬,,ok,2
2090,悖,忄，孛,,ok,2
2091,悟,忄，吾,,ok,2
2092,悄,忄，肖,,ok,2
2093,悍,忄，旱,,ok,2
2094,悔,忄，每,,ok,2
2095,悯,忄，闵,,ok,2
2096,悦,忄，兑,,ok,2
2097,害,宀，丯b，口,,变,3
2098,宽,宀，艹，见,,ok,3
2099,家,宀，豕,,ok,2
2100,宵,宀，肖,,ok,2
2101,宴,宀，日，女,,ok,3
2102,宾,宀，兵,,ok,2
2103,窍,穴，巧,,ok,2
2104,窄,穴，乍,,ok,2
2105,容,宀，谷,,ok,2
2106,宰,宀，辛,,ok,2
2107,案,安，木,,ok,2
2108,请,讠，青,,ok,2
2109,朗,良b，月,,变,2
2110,诸,讠，者,,ok,2
2111,诺,讠，若,,ok,2
2112,读,讠，卖,,ok,2
2113,扇,户，羽,,ok,2
2114,诽,讠，非,,ok,2
2115,袜,衤，末,,ok,2
2116,袖,衤，由,,ok,2
2117,袍,衤，包,,ok,2
2118,被,衤，皮,,ok,2
2119,祥,衤，羊,,ok,2
2120,课,讠，果,,ok,2
2121,冥,冖，日，六,,ok,3
2122,谁,讠，隹,,ok,2
2123,调,讠，周,,ok,2
2124,冤,冖，兔,,ok,2
2125,谅,讠，京,,ok,2
2126,谆,讠，享,,ok,2
2127,谈,讠，炎,,ok,2
2128,谊,讠，宜,,ok,2
2129,剥,录，刂,,ok,2
2130,恳,艮，心,,ok,2
2131,展,展,,ok,1
2132,剧,居，刂,,ok,2
2133,屑,尸，肖,,ok,2
2134,弱,弓，冫，弓，冫,,ok,4
2135,陵,阝，夌,,ok,2
2136,祟,出，示,,ok,2
2137,陶,阝，匋,,ok,2
2138,陷,阝，臽,,ok,2
2139,陪,阝，咅,,ok,2
2140,娱,女，吴,,ok,2
2141,娟,女，肙,,ok,2
2142,恕,如，心,,ok,2
2143,娥,女，我,,ok,2
2144,娘,女，良,,ok,2
2145,通,甬，辶,,ok,2
2146,能,䏍，匕，匕,,ok,3
2147,难,又，隹,,ok,2
2148,预,予，页,,ok,2
2149,桑,叒，木,,ok,2
2150,绢,纟，肙,,ok,2
2151,绣,纟，秀,,ok,2
2152,验,马，佥,,ok,2
2153,继（繼）,纟，㡭,,古,2
2154,骏,马，夋,,ok,2
2155,球,王，求,,ok,2
2156,琐,王，小b，贝,,变,3
2157,理,王，里,,ok,2
2158,琉,王，㐬,,ok,2
2159,琅,王，良,,ok,2
2160,捧,扌，奉,,ok,2
2161,堵,土，者,,ok,2
2162,措,扌，昔,,ok,2
2163,描,扌，苗,,ok,2
2164,域,土，或,,ok,2
2165,捺,扌，奈,,ok,2
2166,掩,扌，奄,,ok,2
2167,捷,扌，疌,,ok,2
2168,排,扌，非,,ok,2
2169,焉,焉,,ok,1
2170,掉,扌，卓,,ok,2
2171,捶,扌，垂,,ok,2
2172,赦,赤，攵,,ok,2
2173,堆,土，隹,,ok,2
2174,推,扌，隹,,ok,2
2175,埠,土，阜,,ok,2
2176,掀,扌，欣,,ok,2
2177,授,扌，受,,ok,2
2178,捻,扌，念,,ok,2
2179,教,孝，攵,,ok,2
2180,掏,扌，匋,,ok,2
2181,掐,扌，臽,,ok,2
2182,掠,扌，京,,ok,2
2183,掂,扌，店,,ok,2
2184,培,土，咅,,ok,2
2185,接,扌，妾,,ok,2
2186,掷,扌，郑,,ok,2
2187,控,扌，空,,ok,2
2188,探,扌，罙,,ok,2
2189,据,扌，居,,ok,2
2190,掘,扌，屈,,ok,2
2191,掺,扌，参,,ok,2
2192,职,耳，只,,ok,2
2193,基,其，土,,ok,2
2194,聆,耳，令,,ok,2
2195,勘,甚，力,,ok,2
2196,聊,耳，卯,,ok,2
2197,娶,取，女,,ok,2
2198,菱,艹，夌,,ok,2
2198,著,艹，者,,ok,2
2200,勒,革，力,,ok,2
2201,黄,黄,,ok,1
2202,菲,艹，非,,ok,2
2203,萌,艹，明,,ok,2
2204,萝,艹，罗,,ok,2
2205,菌,艹，囷,,ok,2
2206,萎,艹，委,,ok,2
2207,菜,艹，采,,ok,2
2208,萄,艹，匋,,ok,2
2209,菊,艹，匊,,ok,2
2210,菩,艹，咅,,ok,2
2211,萍,艹，氵，平,,ok,3
2212,菠,艹，波,,ok,2
2213,萤（螢）,𤇾，虫,,古,2
2214,营（營）,𤇾，吕,,古,2
2215,乾,𠦝，乞,,ok,2
2216,萧,艹，肃,,ok,2
2217,萨,艹，阝，产,,ok,3
2218,菇,艹，姑,,ok,2
2219,械,木，戒,,ok,2
2220,彬,林，彡,,ok,2
2221,梦,林，夕,,ok,2
2222,婪,林，女,,ok,2
2223,梗,木，更,,ok,2
2224,梧,木，吾,,ok,2
2225,梢,木，肖,,ok,2
2226,梅,木，每,,ok,2
2227,检,木，佥,,ok,2
2228,梳,木，㐬,,ok,2
2229,梯,木，弟,,ok,2
2230,桶,木，甬,,ok,2
2231,梭,木，夋,,ok,2
2232,救,求，攵,,ok,2
2233,曹,曹,,ok,1
2234,副,畐，刂,,ok,2
2235,票,覀，示,,ok,2
2236,酝,酉，云,,ok,2
2237,酗,酉，凶,,ok,2
2238,厢,厂，相,,ok,2
2239,戚,戚,,ok,1
2240,硅,石，圭,,ok,2
2241,硕,石，页,,ok,2
2242,奢,大，者,,ok,2
2243,盔,灰，皿,,ok,2
2244,爽,爽,,ok,1
2245,聋,龙，耳,,ok,2
2246,袭,龙，衣,,ok,2
2247,盛,成，皿,,ok,2
2248,匾,匚，扁,,ok,2
2249,雪,雨，彐,,ok,2
2250,辅,车，甫,,ok,2
2251,辆,车，两,,ok,2
2252,颅,卢，页,,ok,2
2253,虚,虍，业,,ok,2
2254,彪,虎，彡,,ok,2
2255,雀,小，隹,,ok,2
2256,堂,尚，土,,ok,2
2257,常,尚，巾,,ok,2
2258,眶,目，匡,,ok,2
2259,匙,是，匕,,ok,2
2260,晨,日，辰,,ok,2
2261,睁,目，争,,ok,2
2262,眯,目，米,,ok,2
2263,眼,目，艮,,ok,2
2264,悬,县，心,,ok,2
2265,野,田，予,,ok,2
2266,啪,口，拍,,ok,2
2267,啦,口，拉,,ok,2
2268,曼,日，罒，又,,ok,3
2269,晦,日，每,,ok,2
2270,晚,日，免,,ok,2
2271,啄,口，豖,,ok,2
2272,啡,口，非,,ok,2
2273,距,⻊，巨,,ok,2
2274,趾,⻊，止,,ok,2
2275,啃,口，肯,,ok,2
2276,跃,⻊，夭,,ok,2
2277,略,田，各,,ok,2
2278,蚯,虫，丘,,ok,2
2279,蛀,虫，主,,ok,2
2280,蛇,虫，它,,ok,2
2281,唬,口，虎,,ok,2
2282,累,田，糸,,ok,2
2283,鄂,咢，阝,,ok,2
2284,唱,口，昌,,ok,2
2285,患,串，心,,ok,2
2286,啰,口，罗,,ok,2
2287,唾,口，垂,,ok,2
2288,唯,口，隹,,ok,2
2289,啤,口，卑,,ok,2
2290,啥,口，舍,,ok,2
2291,啸,口，肃,,ok,2
2292,崖,山，厂，圭,,ok,3
2293,崎,山，奇,,ok,2
2294,崭,山，斩,,ok,2
2295,逻,罗，辶,,ok,2
2296,崔,山，隹,,ok,2
2297,帷,巾，隹,,ok,2
2298,崩,山，朋,,ok,2
2299,崇,山，宗,,ok,2
2300,崛,山，屈,,ok,2
2301,婴（嬰）,賏，女,,古,2
2302,圈,囗，卷,,ok,2
2303,铐,钅，考,,ok,2
2304,铛,钅，当,,ok,2
2305,铝,钅，吕,,ok,2
2306,铜,钅，同,,ok,2
2307,铭,钅，名,,ok,2
2308,铲,钅，产,,ok,2
2309,银,钅，艮,,ok,2
2310,矫,矢，乔,,ok,2
2311,甜,舌，甘,,ok,2
2312,秸,禾，吉,,ok,2
2313,梨,利，木,,ok,2
2314,犁,利，牛,,ok,2
2315,秽,禾，岁,,ok,2
2316,移,禾，多,,ok,2
2317,笨,⺮，本,,ok,2
2318,笼,⺮，龙,,ok,2
2319,笛,⺮，由,,ok,2
2320,笙,⺮，生,,ok,2
2321,符,⺮，付,,ok,2
2322,第,⺮，弟s,,省,2
2323,敏,每，攵,,ok,2
2324,做,亻，故,,ok,2
2325,袋,代，衣,,ok,2
2326,悠,攸，心,,ok,2
2327,偿,亻，尝,,ok,2
2328,偶,亻，禺,,ok,2
2329,偎,亻，畏,,ok,2
2330,偷,亻，俞,,ok,2
2331,您,你，心,,ok,2
2332,售,隹，口,,ok,2
2333,停,亻，亭,,ok,2
2334,偏,亻，扁,,ok,2
2335,躯,身，区,,ok,2
2336,兜,兜,,ok,1
2337,假,亻，叚,,ok,2
2338,衅,血，半,,ok,2
2339,徘,彳，非,,ok,2
2340,徙,彳，止，止b,,变,3
2341,得,彳，㝵,,ok,2
2342,衔,行，钅,,ok,2
2343,盘,舟，皿,,ok,2
2344,舶,舟，白,,ok,2
2345,船,舟，㕣b,,变,2
2346,舵,舟，它,,ok,2
2347,斜,余，豆,,ok,2
2348,盒,合，皿,,ok,2
2349,鸽,合，鸟,,ok,2
2350,敛,佥，攵,,ok,2
2351,悉,釆，心,,ok,2
2352,欲,谷，欠,,ok,2
2353,彩,采，彡,,ok,2
2354,领,令，页,,ok,2
2355,脚,月，却,,ok,2
2356,脖,月，孛,,ok,2
2357,脯,月，甫,,ok,2
2358,豚,月，豕,,ok,2
2359,脸,月，佥,,ok,2
2360,脱,月，兑,,ok,2
2361,象,象,,ok,1
2362,够,句，多,,ok,2
2363,逸,兔，辶,,ok,2
2364,猜,犭，青,,ok,2
2365,猪,犭，者,,ok,2
2366,猎,犭，昔,,ok,2
2367,猫,犭，苗,,ok,2
2368,凰,几，皇,,ok,2
2369,猖,犭，昌,,ok,2
2370,猛,犭，孟,,ok,2
2371,祭,月b，又b，示,,变,3
2372,馅,饣，臽,,ok,2
2373,馆,饣，官,,ok,2
2374,凑,冫，奏,,ok,2
2375,减,冫，咸,,ok,2
2376,毫,高s，毛,,省,2
2377,烹,亨，灬,,ok,2
2378,庶,庶,,ok,1
2379,麻,广，林,,ok,2
2380,庵,广，奄,,ok,2
2381,痊,疒，全,,ok,2
2382,痒,疒，羊,,ok,2
2383,痕,疒，艮,,ok,2
2384,廊,广，郎,,ok,2
2385,康,广，隶,,ok,2
2386,庸,庸,,ok,1
2387,鹿,鹿,,ok,1
2388,盗,次，皿,,ok,2
2389,章,立，早,,ok,2
2390,竟,音，儿,,ok,2
2391,商,商,,ok,1
2392,族,㫃，矢,,ok,2
2393,旋,㫃，疋,,ok,2
2394,望,亡，月，王,,ok,3
2395,率,率,,ok,1
2396,阎,门，臽,,ok,2
2397,阐,门，单,,ok,2
2398,着,⺶，目,,ok,2
2399,羚,羊，令,,ok,2
2400,盖,⺷，皿,,ok,2
2401,眷,龹，目,,ok,2
2402,粘,米，占,,ok,2
2403,粗,米，且,,ok,2
2404,粒,米，立,,ok,2
2405,断（斷）,㡭，斤,,古,2
2406,剪,前，刀,,ok,2
2407,兽,兽,,ok,1
2408,焊,火，旱,,ok,2
2409,焕,火，奂,,ok,2
2410,清,氵，青,,ok,2
2411,添,氵，忝,,ok,2
2412,鸿,江，鸟,,ok,2
2413,淋,氵，林,,ok,2
2414,涯,氵，厓,,ok,2
2415,淹,氵，奄,,ok,2
2416,渠,氵，巨，木,,ok,3
2417,渐,氵，斩,,ok,2
2418,淑,氵，叔,,ok,2
2419,淌,氵，尚,,ok,2
2420,混,氵，昆,,ok,2
2421,淮,氵，隹,,ok,2
2422,淆,氵，肴,,ok,2
2423,渊,氵，丿，米，丨,,ok,4
2424,淫,氵，㸒,,ok,2
2425,渔,氵，鱼,,ok,2
2426,淘,氵，匋,,ok,2
2427,淳,氵，享,,ok,2
2428,液,氵，夜,,ok,2
2429,淤,氵，於,,ok,2
2430,淡,氵，炎,,ok,2
2431,淀,氵，定,,ok,2
2432,深,氵，罙,,ok,2
2433,涮,氵，刷,,ok,2
2434,涵,氵，函,,ok,2
2435,婆,波，女,,ok,2
2436,梁,氵，刅，木,,ok,3
2437,渗,氵，参,,ok,2
2438,情,忄，青,,ok,2
2439,惜,忄，昔,,ok,2
2440,惭,忄，斩,,ok,2
2441,悼,忄，卓,,ok,2
2442,惧,忄，具,,ok,2
2443,惕,忄，易,,ok,2
2444,惟,忄，隹,,ok,2
2445,惊,忄，京,,ok,2
2446,惦,忄，店,,ok,2
2447,悴,忄，卒,,ok,2
2448,惋,忄，宛,,ok,2
2449,惨,忄，参,,ok,2
2450,惯,忄，贯,,ok,2
2451,寇,宀，元，攴,,ok,3
2453,寄,宀，奇,,ok,2
2454,寂,宀，叔,,ok,2
2454,宿,宀，亻，百,,ok,3
2455,宿,宀，亻，百,,ok,3
2456,窒,穴，至,,ok,2
2457,窑,穴，缶,,ok,2
2458,密,宓，山,,ok,2
2459,谋,讠，某,,ok,2
2460,谍,讠，枼,,ok,2
2461,谎,讠，荒,,ok,2
2462,谐,讠，皆,,ok,2
2463,袱,衤，伏,,ok,2
2464,祷,礻，寿,,ok,2
2465,祸,礻，呙,,ok,2
2466,谓,讠，胃,,ok,2
2467,谚,讠，彦,,ok,2
2468,谜,讠，迷,,ok,2
2469,逮,隶，辶,,ok,2
2470,敢,乛，耳，攵,,ok,3
2471,尉,尸，示，寸,,ok,3
2472,屠,尸，者,,ok,2
2473,弹,弓，单,,ok,2
2474,隋,阝，左，月,,ok,3
2475,堕,阝，有，土,,ok,3
2476,随,阝，有，辶,,ok,3
2477,蛋,疋，虫,,ok,2
2478,隅,阝，禺,,ok,2
2479,隆,阝，夂，一，生,,ok,4
2480,隐,阝，急,,ok,2
2481,婚,女，昏,,ok,2
2482,婶,女，审,,ok,2
2483,婉,女，宛,,ok,2
2484,颇,皮，页,,ok,2
2485,颈（頸）,巠，页,,ok,2
2486,绩,纟，责,,ok,2
2487,绪,纟，者,,ok,2
2488,续,纟，卖,,ok,2
2489,骑,马，奇,,ok,2
2490,绰,纟，卓,,ok,2
2491,绳,纟，黾,,ok,2
2492,维,纟，隹,,ok,2
2493,绵,纟，帛,,ok,2
2494,绷,纟，朋,,ok,2
2495,绸,纟，周,,ok,2
2496,综,纟，宗,,ok,2
2497,绽,纟，定,,ok,2
2498,绿,纟，录,,ok,2
2499,缀,纟，叕,,ok,2
2500,巢,巛，果,,ok,2
2501,琴,王，王，今,,ok,3
2502,琳,王，林,,ok,2
2503,琢,王，豖,,ok,2
2504,琼,王，京,,ok,2
2505,斑,王，文，王,,ok,3
2506,替,夫，夫，日,,ok,3
2507,揍,扌，奏,,ok,2
2508,款,士，示，欠,,ok,3
2509,堪,土，甚,,ok,2
2510,塔,土，荅,,ok,2
2511,搭,扌，荅,,ok,2
2512,堰,土，匽,,ok,2
2513,揩,扌，皆,,ok,2
2514,越,走，戉,,ok,2
2515,趁,走，㐱,,ok,2
2516,趋,走，刍,,ok,2
2517,超,走，召,,ok,2
2518,揽,扌，览,,ok,2
