序号,汉字,拆解,细节说明,初检,拆几个
3310,慰,尉，心,,ok,2
3311,劈,辟，刀,,ok,2
3312,履,尸，彳，复,,ok,3
3313,豫,予，象,,ok,2
3314,缭,纟，尞,,ok,2
3315,撼,扌，感,,ok,2
3316,擂,扌，雷,,ok,2
3317,操,扌，喿,,ok,2
3318,擅,扌，亶,,ok,2
3319,燕,燕,,ok,1
3320,蕾,艹，雷,,ok,2
3321,薯,艹，署,,ok,2
3322,薛,艹，𠂤，辛,,ok,3
3323,薇,艹，微,,ok,2
3324,擎,敬，手,,ok,2
3325,薪,艹，新,,ok,2
3326,薄,艹，溥,,ok,2
3327,颠,真，页,,ok,2
3328,翰,倝，羽,,ok,3
3329,噩,噩,,ok,1
3330,橱,木，厨,,ok,2
3331,橙,木，登,,ok,2
3332,橘,木，矞,,ok,2
3333,整,敕，正,,ok,2
3334,融,鬲，虫,,ok,2
3335,瓢,票，瓜,,ok,2
3336,醒,酉，星,,ok,2
3337,霍,雨，隹,,ok,2
3338,霎,雨，妾,,ok,2
3339,辙,车，育，攵,,ok,3
3340,冀,北，田，共,,ok,3
3341,餐,歺，又，食,,ok,3
3342,嘴,口，觜,,ok,2
3343,踱,⻊，度,,ok,2
3344,蹄,⻊，帝,,ok,2
3345,蹂,⻊，柔,,ok,2
3346,蟆,虫，莫,,ok,2
3347,螃,虫，旁,,ok,2
3348,器,㗊，犬,,ok,2
3349,噪,口，喿,,ok,2
3350,鹦,婴，鸟,,ok,2
3351,赠,贝，曾,,ok,2
3352,默,黑，犬,,ok,2
3353,黔,黑，今,,ok,2
3354,镜,钅，竟,,ok,2
3355,赞,兟，贝,,ok,2
3356,穆,禾，白，小，彡,,ok,4
3357,篮,⺮，监,,ok,2
3358,篡,算b，厶,,变,2
3359,篷,⺮，逢,,ok,2
3360,篱,⺮，离,,ok,2
3361,儒,亻，需,,ok,2
3362,邀,敫，辶,,ok,2
3363,衡,行，角b，大,,变,3
3364,膨,月，彭,,ok,2
3365,雕,周，隹,,ok,2
3366,鲸,鱼，京,,ok,2
3367,磨,麻，石,,ok,2
3368,瘾,疒，隐,,ok,2
3369,瘸,疒，加，肉,,ok,3
3370,凝,冫，疑,,ok,2
3371,辨,辡，刀,,ok,2
3372,辩,辡，讠,,ok,2
3373,糙,米，造,,ok,2
3374,糖,米，唐,,ok,2
3375,糕,米，羔,,ok,2
3376,燃,火，然,,ok,2
3377,濒,氵，频,,ok,2
3378,澡,氵，喿,,ok,2
3379,激,氵，敫,,ok,2
3380,懒,忄，赖,,ok,2
3381,憾,忄，感,,ok,2
3382,懈,忄，解,,ok,2
3383,窿,穴，隆,,ok,2
3384,壁,辟，土,,ok,2
3385,避,辟，辶,,ok,2
3386,缰,纟，畺,,ok,2
3387,缴,纟，敫,,ok,2
3388,戴,𢦏，田，共,,ok,3
3389,擦,扌，察,,ok,2
3390,藉,艹，耒，昔,,ok,3
3391,鞠,革，匊,,ok,2
3392,藏,艹，臧,,ok,2
3393,藐,艹，貌,,ok,2
3394,檬,木，蒙,,ok,2
3395,檐,木，詹,,ok,2
3396,檀,木，亶,,ok,2
3397,礁,石，焦,,ok,2
3398,磷,石，粦,,ok,2
3399,霜,雨，相,,ok,2
3400,霞,雨，叚,,ok,2
3401,瞭,目，尞,,ok,2
3402,瞧,目，焦,,ok,2
3403,瞬,目，舜,,ok,2
3404,瞳,目，童,,ok,2
3405,瞩,目，属,,ok,2
3406,瞪,目，登,,ok,2
3407,曙,日，署,,ok,2
3408,蹋,⻊，日，羽,,ok,3
3409,蹈,⻊，舀,,ok,2
3410,螺,虫，累,,ok,2
3411,蟋,虫，悉,,ok,2
3412,蟀,虫，率,,ok,2
3413,嚎,口，豪,,ok,2
3414,赡,贝，詹,,ok,2
3415,穗,禾，惠,,ok,2
3416,魏,委，鬼,,ok,2
3417,簧,⺮，黄,,ok,2
3418,簇,⺮，族,,ok,2
3419,繁,敏，糸,,ok,2
3420,徽,彳，山，一，糸，攵,,ok,5
3421,爵,爫，罒，皀b，寸,,变,4
3422,朦,月，蒙,,ok,2
3423,臊,月，喿,,ok,2
3424,鳄,鱼，咢,,ok,2
3425,癌,疒，品，山,,ok,3
3426,辫,辡，纟,,ok,2
3427,赢,亡，口，月，贝，凡,,ok,5
3428,糟,米，曹,,ok,2
3429,糠,米，康,,ok,2
3430,燥,火，喿,,ok,2
3431,懦,忄，需,,ok,2
3432,豁,害，谷,,ok,2
3433,臀,殿，月,,ok,2
3434,臂,辟，月,,ok,2
3435,翼,羽，田，共,,ok,3
3436,骤,马，聚,,ok,2
3437,藕,艹，耒，禺,,ok,3
3438,鞭,革，便,,ok,2
3439,藤,艹，滕,,ok,2
3440,覆,覀，彳，复,,ok,3
3441,瞻,目，詹,,ok,2
3442,蹦,⻊，崩,,ok,2
3443,嚣,㗊，页,,ok,2
3444,镰,钅，廉,,ok,2
3445,翻,番，羽,,ok,2
3446,鳍,鱼，耆,,ok,2
3447,鹰,䧹，鸟,,ok,2
3448,瀑,氵，暴,,ok,2
3449,襟,衤，禁,,ok,2
3450,璧,辟，玉,,ok,2
3451,戳,翟，戈,,ok,2
3452,孽,薛，子,,ok,2
3453,警,敬，言,,ok,2
3454,蘑,艹，磨,,ok,2
3455,藻,艹，澡,,ok,2
3456,攀,林，爻，大，手,,ok,4
3457,曝,日，暴,,ok,2
3458,蹲,⻊，尊,,ok,2
3459,蹭,⻊，曾,,ok,2
3460,蹬,⻊，登,,ok,2
3461,巅,山，颠,,ok,2
3462,簸,⺮，其，皮,,ok,3
3463,簿,⺮，溥,,ok,2
3464,蟹,解，虫,,ok,2
3465,颤,亶，页,,ok,2
3466,靡,麻，非,,ok,2
3467,癣,疒，鲜,,ok,2
3468,瓣,辡，瓜,,ok,2
3469,羹,羔，美,,ok,2
3470,鳖,敝，鱼,,ok,2
3471,爆,火，暴,,ok,2
3472,疆,彊，土,,ok,2
3473,鬓,髟，宾,,ok,2
3474,壤,土，襄,,ok,2
3475,馨,殸，香,,ok,2
3476,耀,光，翟,,ok,2
3477,躁,⻊，喿,,ok,2
3478,蠕,虫，需,,ok,2
3479,嚼,口，爵,,ok,2
3480,嚷,口，襄,,ok,2
3481,巍,山，魏,,ok,2
3482,籍,⺮，耒，昔,,ok,3
3483,鳞,鱼，粦,,ok,2
3484,魔,麻，鬼,,ok,2
3485,糯,米，需,,ok,2
3486,灌,氵，雚,,ok,2
3487,譬,辟，言,,ok,2
3488,蠢,春，䖵,,ok,2
3489,霸,雨，革，月,,ok,3
3490,露,雨，路,,ok,2
3491,霹,雨，辟,,ok,2
3492,躏,⻊，蔺,,ok,2
3493,黯,黑，音,,ok,2
3494,髓,骨，左，月，辶,,ok,4
3495,赣,章，夂，贡,,ok,3
3496,囊,囊,,ok,1
3497,镶,钅，襄,,ok,2
3498,瓤,襄，瓜,,ok,2
3499,罐,缶，雚,,ok,2
3500,矗,直，直，直,,ok,3
3501,乂,乂,,ok,1
3502,乜,乜,,ok,1
3503,兀,兀,,ok,1
3504,弋,弋,,ok,1
3505,孑,孑,,ok,1
3506,孓,孓,,ok,1
3507,幺,幺,,ok,1
3508,亓,亓,,ok,1
3509,韦,韦,,ok,1
3510,廿,廿,,ok,1
3511,丏,丏,,ok,1
3512,卅,卅,,ok,1
3513,仄,厂，人,,ok,2
3514,厄,厂，㔾,,ok,2
3515,仃,亻，丁,,ok,2
3516,仉,亻，几,,ok,2
3517,仂,亻，力,,ok,2
3518,兮,八，丂,,ok,2
3519,刈,乂，刂,,ok,2
3520,爻,乂，乂,,ok,2
3521,卞,卞,,ok,1
3522,闩,门，一,,ok,2
3523,讣,讠，卜,,ok,2
3524,尹,尹,,ok,1
3525,夬,夬,,ok,1
3526,爿,爿,,ok,1
3527,毋,毋,,ok,1
3528,邗,干，阝,,ok,2
3529,邛,工，阝,,ok,2
3530,艽,艹，九,,ok,2
3531,艿,艹，乃,,ok,2
3532,札,木，乚,,ok,2
3533,叵,匚，口,,ok,2
3534,匝,匚，巾,,ok,2
3535,丕,不，一,,ok,2
3536,匜,匚，也,,ok,2
3537,劢,万，力,,ok,2
3538,卟,口，卜,,ok,2
3539,叱,口，七b,,ok,2
3540,叻,口，力,,ok,2
3541,仨,亻，三,,ok,2
3542,仕,亻，士,,ok,2
3543,仟,亻，千,,ok,2
3544,仡,亻，乞,,ok,2
3545,仫,亻，么,,ok,2
3546,仞,亻，刃,,ok,2
3547,卮,卮,,ok,1
3548,氐,氐,,ok,1
3549,犰,犭，九,,ok,2
3550,刍,刍,,ok,1
3551,邝,广，阝,,ok,2
3552,邙,亡，阝,,ok,2
3553,汀,氵，丁,,ok,2
3554,讦,讠，干,,ok,2
3555,讧,讠，工,,ok,2
3556,讪,讠，山,,ok,2
3557,讫,讠，乞,,ok,2
3558,尻,尸，九,,ok,2
3559,阡,阝，千,,ok,2
3560,尕,乃，小,,ok,2
3561,弁,厶，廾,,ok,2
3562,驭,马，又,,ok,2
3563,匡,匚，王,,ok,2
3564,耒,耒,,ok,1
3565,玎,王，丁,,ok,2
3566,玑,王，几,,ok,2
3567,邢,开，阝,,ok,2
3568,圩,土，于,,ok,2
3569,圬,土，亏,,ok,2
3570,圭,土，土,,ok,2
3571,扦,扌，千,,ok,2
3572,圪,土，乞,,ok,2
3573,圳,土，川,,ok,2
3574,圹,土，广,,ok,2
3575,扪,扌，门,,ok,2
3576,圮,土，己,,ok,2
3577,圯,土，巳,,ok,2
3578,芊,艹，千,,ok,2
3579,芍,艹，勺,,ok,2
3580,芄,艹，丸,,ok,2
3581,芨,艹，及,,ok,2
3582,芑,艹，己,,ok,2
3583,芎,艹，弓,,ok,2
3584,芗,艹，乡,,ok,2
3585,亘,亘,,ok,1
3586,厍,厂，车,,ok,2
3587,夼,大，川,,ok,2
3588,戍,戈，人,,ok,2
3589,尥,尢，勺,,ok,2
3590,乩,占，乚,,ok,2
3591,旯,日，九,,ok,2
3592,曳,曳,,ok,1
3593,岌,山，及,,ok,2
3594,屺,山，己,,ok,2
3595,凼,水，凵,,ok,2
3596,囡,囗，女,,ok,2
3597,钇,钅，乙,,ok,2
3598,缶,缶,,ok,1
3599,氘,气，丿，丨,,ok,3
3600,氖,气，乃,,ok,2
3601,牝,牜，匕,,ok,2
3602,伎,亻，支,,ok,2
3603,伛,亻，区,,ok,2
3604,伢,亻，牙,,ok,2
3605,佤,亻，瓦,,ok,2
3606,仵,亻，午,,ok,2
3607,伥,亻，长,,ok,2
3608,伧,亻，仓,,ok,2
3609,伉,亻，亢,,ok,2
3610,伫,亻，㝉,,ok,2
3611,囟,囟,,ok,1
3612,汆,入，水,,ok,2
3613,刖,月，刂,,ok,2
3614,夙,凡b，夕,,变,2
3615,旮,九，日,,ok,2
3616,刎,勿，刂,,ok,2
3617,犷,犭，广,,ok,2
3618,犸,犭，马,,ok,2
3619,舛,舛,,ok,1
3620,凫,鸟，几,,ok,2
3621,邬,乌，阝,,ok,2
3622,饧（餳）,饣，昜,,古,2
3623,汕,氵，山,,ok,2
3624,汔,氵，乞,,ok,2
3625,汐,氵，夕,,ok,2
3626,汲,氵，及,,ok,2
3627,汜,氵，巳,,ok,2
3628,汊,氵，叉,,ok,2
3629,忖,忄，寸,,ok,2
3630,忏,忄，千,,ok,2
3631,讴,讠，区,,ok,2
3632,讵,讠，巨,,ok,2
3633,祁,礻，阝,,ok,2
3634,讷,讠，内,,ok,2
3635,聿,聿,,ok,1
3636,艮,艮,,ok,1
3637,厾,⺄，去,,ok,2
3638,阱,阝，井,,ok,2
3639,阮,阝，元,,ok,2
3640,阪,阝，反,,ok,2
3641,丞,丞,,ok,1
3642,妁,女，勺,,ok,2
3643,牟,厶，牛,,ok,2
3644,纡,纟，于,,ok,2
3645,纣,纟，寸,,ok,2
3646,纥,纟，乞,,ok,2
3647,纨,纟，丸,,ok,2
3648,玕,王，干,,ok,2
3649,玙,王，与,,ok,2
3650,抟,扌，专,,ok,2
3651,抔,扌，不,,ok,2
3652,圻,土，斤,,ok,2
3653,坂,土，反,,ok,2
3654,坍,土，丹,,ok,2
3655,坞,土，乌,,ok,2
3656,抃,扌，卞,,ok,2
3657,抉,扌，夬,,ok,2
3658,㧐,扌，双,,ok,2
3659,芫,艹，元,,ok,2
3660,邯,甘，阝,,ok,2
3661,芸,艹，云,,ok,2
3662,芾,艹，巿,,ok,2
3663,苈,艹，历,,ok,2
3664,苣,艹，巨,,ok,2
3665,芷,艹，止,,ok,2
3666,芮,艹，内,,ok,2
3667,苋,艹，见,,ok,2
3668,芼,艹，毛,,ok,2
3669,苌,艹，长,,ok,2
3670,苁,艹，从,,ok,2
3671,芩,艹，今,,ok,2
3672,芪,艹，氏,,ok,2
3673,芡,艹，欠,,ok,2
3674,芟,艹，殳,,ok,2
3675,苄,艹，卞,,ok,2
3676,苎,艹，㝉,,ok,2
3677,苡,艹，以,,ok,2
3678,杌,木，兀,,ok,2
3679,杓,木，勺,,ok,2
3680,杞,木，己,,ok,2
3681,杈,木，叉,,ok,2
3682,忑,下，心,,ok,2
3683,孛,孛,,ok,1
3684,邴,丙，阝,,ok,2
3685,邳,丕，阝,,ok,2
3686,矶,石，几,,ok,2
3687,奁,大，区,,ok,2
3688,豕,豕,,ok,1
3689,忒,弋，心,,ok,2
3690,欤,与，欠,,ok,2
3691,轫,车，刃,,ok,2
3692,迓,牙，辶,,ok,2
3693,邶,北，阝,,ok,2
3694,忐,上，心,,ok,2
3695,卣,卣,,ok,1
3696,邺,业，阝,,ok,2
3697,旰,日，干,,ok,2
3698,呋,口，夫,,ok,2
3699,呒,口，无,,ok,2
3700,呓,口，艺,,ok,2
3701,呔,口，太,,ok,2
3702,呖,口，历,,ok,2
3703,呃,口，厄,,ok,2
3704,旸（暘）,日，昜,,古,2
3705,吡,口，比,,ok,2
3706,町,田，丁,,ok,2
3707,虬,虫，乚,,ok,2
3708,呗,口，贝,,ok,2
3709,吽,口，牛,,ok,2
3710,吣,口，心,,ok,2
3711,吲,口，引,,ok,2
3712,帏,巾，韦,,ok,2
3713,岐,山，支,,ok,2
3714,岈,山，牙,,ok,2
3715,岘,山，见,,ok,2
3716,岑,山，今,,ok,2
3717,岚,山，风,,ok,2
3718,兕,凹，儿,,ok,2
3719,囵,囗，仑,,ok,2
3720,囫,囗，勿,,ok,2
3721,钊,钅，刂,,ok,2
3722,钋,钅，卜,,ok,2
3723,钌,钅，了,,ok,2
3724,迕,午，辶,,ok,2
3725,氙,气，山,,ok,2
3726,氚,气，川,,ok,2
3727,牤,牜，亡,,ok,2
3728,佞,亻，二，女,,ok,3
3729,邱,丘，阝,,ok,2
3730,攸,亻，丨，攵,,ok,3
3731,佚,亻，失,,ok,2
3732,佝,亻，句,,ok,2
3733,佟,亻，冬,,ok,2
3734,佗,亻，它,,ok,2
3735,伽,亻，加,,ok,2
3736,彷,彳，方,,ok,2
3737,佘,人，示,,ok,2
3738,佥,佥,,ok,1
3739,孚,爫，子,,ok,2
3740,豸,豸,,ok,1
3741,坌,分，土,,ok,2
3742,肟,月，亏,,ok,2
3743,邸,氐，阝,,ok,2
3744,奂,奂,,ok,1
3745,劬,句，力,,ok,2
3746,狄,犭，火,,ok,2
3747,狁,犭，允,,ok,2
3748,鸠,九，鸟,,ok,2
3749,邹,刍，阝,,ok,2
3750,饨,饣，屯,,ok,2
3751,饩,饣，气,,ok,2
3752,饪,饣，壬,,ok,2
3753,饫,饣，夭,,ok,2
3754,饬,饣，𠂉，力,,ok,3
3755,亨,亠，口，了,,ok,3
3756,庑,广，无,,ok,2
3757,庋,广，支,,ok,2
3758,疔,疒，丁,,ok,2
3759,疖（癤）,疒，節,,古,2
3760,肓,亡，月,,ok,2
3761,闱,门，韦,,ok,2
3762,闳,门，厷,,ok,2
3763,闵,门，文,,ok,2
3764,羌,⺶，乚,,ok,2
3765,炀（煬）,火，昜,,古,2
3766,沣,氵，丰,,ok,2
3767,沅,氵，元,,ok,2
3768,沔,氵，丏,,ok,2
3769,沤,氵，区,,ok,2
3770,沌,氵，屯,,ok,2
3771,沏,氵，切,,ok,2
3772,沚,氵，止,,ok,2
3773,汩,氵，曰,,ok,2
3774,汨,氵，日,,ok,2
3775,沂,氵，斤,,ok,2
3776,汾,氵，分,,ok,2
3777,沨,氵，风,,ok,2
3778,汴,氵，卞,,ok,2
3779,汶,氵，文,,ok,2
3780,沆,氵，亢,,ok,2
3781,沩,氵，为,,ok,2
3782,泐,氵，阞,,ok,2
3783,怃,忄，无,,ok,2
3784,怄,忄，区,,ok,2
3785,忡,忄，中,,ok,2
3786,忤,忄，午,,ok,2
3787,忾,忄，气,,ok,2
3788,怅,忄，长,,ok,2
3789,忻,忄，斤,,ok,2
3790,忪,忄，公,,ok,2
3791,怆,忄，仓,,ok,2
3792,忭,忄，卞,,ok,2
3793,忸,忄，丑,,ok,2
3794,诂,讠，古,,ok,2
3795,诃,讠，可,,ok,2
3796,诅,讠，且,,ok,2
3797,诋,讠，氐,,ok,2
3798,诌,讠，刍,,ok,2
3799,诏,讠，召,,ok,2
3800,诒,讠，台,,ok,2
3801,孜,子，攵,,ok,2
3802,陇,阝，龙,,ok,2
3803,陀,阝，它,,ok,2
3804,陂,阝，皮,,ok,2
3805,陉（陘）,阝，巠,,古,2
3806,妍,女，开,,ok,2
3807,妩,女，无,,ok,2
3808,妪,女，区,,ok,2
3809,妣,女，比,,ok,2
3810,妊,女，壬,,ok,2
3811,妗,女，今,,ok,2
3812,妫,女，为,,ok,2
3813,妞,女，丑,,ok,2
3814,姒,女，以,,ok,2
3815,妤,女，予,,ok,2
3816,邵,召，阝,,ok,2
3817,劭,召，力,,ok,2
3818,刭（剄）,巠，刂,,ok,2
3819,甬,甬,,ok,1
3820,邰,台，阝,,ok,2
3821,纭,纟，云,,ok,2
3822,纰,纟，比,,ok,2
3823,纴,纟，壬,,ok,2
3824,纶,纟，仑,,ok,2
3825,纾,纟，予,,ok,2
3826,玮,王，韦,,ok,2
3827,玡,王，牙,,ok,2
3828,玭,王，比,,ok,2
3829,玠,王，介,,ok,2
3830,玢,王，分,,ok,2
3831,玥,王，月,,ok,2
3832,玦,王，夬,,ok,2
3833,盂,于，皿,,ok,2
3834,忝,天，⺗,,ok,2
3835,匦,匚，轨,,ok,2
3836,坩,土，甘,,ok,2
3837,抨,扌，平,,ok,2
3838,拤,扌，卡,,ok,2
3839,坫,土，占,,ok,2
3840,拈,扌，占,,ok,2
3841,垆,土，卢,,ok,2
3842,抻,扌，申,,ok,2
3843,劼,吉，力,,ok,2
3844,拃,扌，乍,,ok,2
3845,拊,扌，付,,ok,2
3846,坼,土，斥,,ok,2
3847,坻,土，氐,,ok,2
3848,㧟,扌，汇,,ok,2
3849,坨,土，它,,ok,2
3850,坭,土，尼,,ok,2
3851,抿,扌，民,,ok,2
3852,坳,土，幼,,ok,2
3853,耶,耳，阝,,ok,2
3854,苷,艹，甘,,ok,2
3855,苯,艹，本,,ok,2
3856,苤,艹，丕,,ok,2
3857,茏,艹，龙,,ok,2
3858,苫,艹，占,,ok,2
3859,苜,艹，目,,ok,2
3860,苴,艹，且,,ok,2
3861,苒,艹，冉,,ok,2
3862,苘,艹，冋,,ok,2
3863,茌,艹，仕,,ok,2
3864,苻,艹，付,,ok,2
3865,苓,艹，令,,ok,2
3866,茚,艹，印,,ok,2
3867,茆,艹，卯,,ok,2
3868,茑,艹，鸟,,ok,2
3869,茓,艹，穴,,ok,2
3870,茔（塋）,𤇾，土,,古,2
3871,茕（煢）,𤇾，卂,,古,2
3872,茀,艹，弗,,ok,2
3873,苕,艹，召,,ok,2
3874,枥,木，历,,ok,2
3875,枇,木，比,,ok,2
3876,杪,木，少,,ok,2
3877,杳,木，日,,ok,2
3878,枧,木，见,,ok,2
3879,杵,木，午,,ok,2
3880,枨,木，长,,ok,2
3881,枞,木，从,,ok,2
3882,枋,木，方,,ok,2
3883,杻,木，丑,,ok,2
3884,杷,木，巴,,ok,2
3885,杼,木，予,,ok,2
3886,矸,石，干,,ok,2
3887,砀（碭）,石，昜,,古,2
3888,刳,夸，刂,,ok,2
3889,奄,大，电,,ok,2
3890,瓯,区，瓦,,ok,2
3891,殁,歹，殳,,ok,2
3892,郏,夹，阝,,ok,2
3893,轭,车，厄,,ok,2
3894,郅,至，阝,,ok,2
3895,鸢,弋，鸟,,ok,2
3896,盱,目，于,,ok,2
3897,昊,日，天,,ok,2
3898,昙,日，云,,ok,2
3899,杲,日，木,,ok,2
3900,昃,日，仄,,ok,2
3901,咂,口，匝,,ok,2
3902,呸,口，丕,,ok,2
3903,昕,日，斤,,ok,2
3904,昀,日，匀,,ok,2
3905,旻,日，文,,ok,2
3906,昉,日，方,,ok,2
3907,炅,日，火,,ok,2
3908,咔,口，卡,,ok,2
3909,畀,田，丌,,ok,2
3910,虮,虫，几,,ok,2
3911,咀,口，且,,ok,2
3912,呷,口，甲,,ok,2
3913,黾,口，电,,ok,2
3914,呱,口，瓜,,ok,2
3915,呤,口，令,,ok,2
3916,咚,口，冬,,ok,2
3917,咆,口，包,,ok,2
3918,咛,口，宁,,ok,2
3919,呶,口，奴,,ok,2
3920,呣,口，母,,ok,2
3921,呦,口，幼,,ok,2
3922,咝,口，丝,,ok,2
3923,岢,山，可,,ok,2
3924,岿,山，归,,ok,2
3925,岬,山，甲,,ok,2
3926,岫,山，由,,ok,2
3927,帙,巾，失,,ok,2
3928,岣,山，句,,ok,2
3929,峁,山，卯,,ok,2
3930,刿,岁，刂,,ok,2
3931,迥,冋，辶,,ok,2
3932,岷,山，民,,ok,2
3933,剀,山，己b，刂,,变,3
3934,帔,巾，皮,,ok,2
3935,峄（嶧）,山，睪,,古,2
3936,沓,水，曰,,ok,2
3937,囹,囗，令,,ok,2
3938,罔,网b，亡,,变,2
3939,钍,钅，土,,ok,2
3940,钎,钅，千,,ok,2
3941,钏,钅，川,,ok,2
3942,钒,钅，凡,,ok,2
3943,钕,钅，女,,ok,2
3944,钗,钅，叉,,ok,2
3945,邾,朱，阝,,ok,2
3946,迮,乍，辶,,ok,2
3947,牦,牜，毛,,ok,2
3948,竺,⺮，二,,ok,2
3949,迤,㐌，辶,,ok,2
3950,佶,亻，吉,,ok,2
3951,佬,亻，老,,ok,2
3952,佰,亻，百,,ok,2
3953,侑,亻，有,,ok,2
3954,侉,亻，夸,,ok,2
3955,臾,臼，人,,ok,2
3956,岱,代，山,,ok,2
3957,侗,亻，同,,ok,2
3958,侃,亻，口，儿，丨,,ok,4
3959,侏,亻，朱,,ok,2
3960,侩,亻，会,,ok,2
3961,佻,亻，兆,,ok,2
3962,佾,亻，八，月,,ok,3
3963,侪,亻，齐,,ok,2
3964,佼,亻，交,,ok,2
3965,佯,亻，羊,,ok,2
3966,侬,亻，农,,ok,2
3967,帛,白，巾,,ok,2
3968,阜,阜,,ok,1
3969,侔,亻，牟,,ok,2
3970,徂,彳，且,,ok,2
3971,刽,会，刂,,ok,2
3972,郄,㐅，厷，阝,,ok,3
3973,怂,从，心,,ok,2
3974,籴,入，米,,ok,2
3975,瓮,公，瓦,,ok,2
3976,戗,仓，戈,,ok,2
3977,肼,月，井,,ok,2
3978,䏝,月，专,,ok,2
3979,肽,月，太,,ok,2
3980,肱,月，厷,,ok,2
3981,肫,月，屯,,ok,2
3982,剁,朵，刂,,ok,2
3983,迩,尔，辶,,ok,2
3984,郇,旬，阝,,ok,2
3985,狙,犭，且,,ok,2
3986,狎,犭，甲,,ok,2
3987,狍,犭，包,,ok,2
3988,狒,犭，弗,,ok,2
3989,咎,处，口,,ok,2
3990,炙,月，火,,ok,2
3991,枭,鸟，木,,ok,2
3992,饯,饣，戋,,ok,2
3993,饴,饣，台,,ok,2
3994,冽,冫，列,,ok,2
3995,冼,冫，先,,ok,2
3996,庖,广，包,,ok,2
3997,疠,疒，万,,ok,2
3998,疝,疒，山,,ok,2
3999,疡（瘍）,疒，昜,,古,2
4000,兖,六，允,,ok,2
4001,妾,立，女,,ok,2
4002,劾,亥，力,,ok,2
4003,炜,火，韦,,ok,2
4004,𬉼,火，区,,ok,2
4005,炖,火，屯,,ok,2
4006,炘,火，斤,,ok,2
4007,炝,火，仓,,ok,2
4008,炔,火，夬,,ok,2
4009,泔,氵，甘,,ok,2
4010,沭,氵，术,,ok,2
4011,泷,氵，龙,,ok,2
4012,泸,氵，卢,,ok,2
4013,泱,氵，央,,ok,2
4014,泅,氵，囚,,ok,2
4015,泗,氵，四,,ok,2
4016,泠,氵，令,,ok,2
4017,泺,氵，乐,,ok,2
4018,泖,氵，卯,,ok,2
4019,泫,氵，玄,,ok,2
4020,泮,氵，半,,ok,2
4021,沱,氵，它,,ok,2
4022,泯,氵，民,,ok,2
4023,泓,氵，弘,,ok,2
4024,泾（涇）,氵，巠,,古,2
4025,怙,忄，古,,ok,2
4026,怵,忄，术,,ok,2
4027,怦,忄，平,,ok,2
4028,怛,忄，旦,,ok,2
4029,怏,忄，央,,ok,2
4030,怍,忄，乍,,ok,2
4031,㤘,忄，刍,,ok,2
4032,怩,忄，尼,,ok,2
4033,怫,忄，弗,,ok,2
4034,怿（懌）,忄，睪,,古,2
4035,宕,宀，石,,ok,2
4036,穹,穴，弓,,ok,2
4037,宓,宀，必,,ok,2
4038,诓,讠，匡,,ok,2
4039,诔,讠，耒,,ok,2
4040,诖,讠，圭,,ok,2
4041,诘,讠，吉,,ok,2
4042,戾,户，犬,,ok,2
4043,诙,讠，灰,,ok,2
4044,戽,户，斗,,ok,2
4045,郓,军，阝,,ok,2
4046,衩,衤，叉,,ok,2
4047,祆,礻，天,,ok,2
4048,祎,礻，韦,,ok,2
4049,祉,礻，止,,ok,2
4050,祇,礻，氏,,ok,2
4051,诛,讠，朱,,ok,2
4052,诜,讠，先,,ok,2
4053,诟,讠，后,,ok,2
4054,诠,讠，全,,ok,2
4055,诣,讠，旨,,ok,2
4056,诤,讠，争,,ok,2
4057,诧,讠，宅,,ok,2
4058,诨,讠，军,,ok,2
4059,诩,讠，羽,,ok,2
4060,戕,爿，戈,,ok,2
4061,孢,子，包,,ok,2
4062,亟,亟,,ok,1
4063,陔,阝，亥,,ok,2
4064,妲,女，旦,,ok,2
4065,妯,女，由,,ok,2
4066,姗,女，册,,ok,2
4067,帑,奴，巾,,ok,2
4068,弩,奴，弓,,ok,2
4069,孥,奴，子,,ok,2
4070,驽,奴，马,,ok,2
4071,虱,丿b，虫，⺄,,变,3
4072,迦,加，辶,,ok,2
4073,迨,台，辶,,ok,2
4074,绀,纟，甘,,ok,2
4075,绁,纟，世,,ok,2
4076,绂,纟，犮,,ok,2
4077,驷,马，四,,ok,2
4078,驸,马，付,,ok,2
4079,绉,纟，刍,,ok,2
4080,绌,纟，出,,ok,2
4081,驿（驛）,马，睪,,古,2
4082,骀,马，台,,ok,2
4083,甾,巛，田,,ok,2
4084,珏,王，玉,,ok,2
4085,珐,王，去,,ok,2
4086,珂,王，可,,ok,2
4087,珑,王，龙,,ok,2
4088,玳,王，代,,ok,2
4089,珀,王，白,,ok,2
4090,顸,干，页,,ok,2
4091,珉,王，民,,ok,2
4092,珈,王，加,,ok,2
4093,拮,扌，吉,,ok,2
4094,垭,土，亚,,ok,2
4095,挝,扌，过,,ok,2
4096,垣,土，至,,ok,2
4097,挞,扌，达,,ok,2
4098,垤,土，至,,ok,2
4099,赳,走，丩,,ok,2
4100,贲,卉，贝,,ok,2
4101,垱,土，当,,ok,2
4102,垌,土，同,,ok,2
4103,郝,赤，阝,,ok,2
4104,垧,土，向,,ok,2
4105,垓,土，亥,,ok,2
4106,挦,扌，寻,,ok,2
4107,垠,土，艮,,ok,2
4108,茜,艹，西,,ok,2
4109,荚,艹，夹,,ok,2
4110,荑,艹，夷,,ok,2
4111,贳,世，贝,,ok,2
4112,荜,艹，毕,,ok,2
